movieId,tmdbId,title,release_date,genres,overview,popularity,runtime,tagline,vote_average,vote_count,original_language,backdrop_path,poster_path,keywords
108932.0,137106.0,Uma Aventura Lego,2014.0,Aventura|Animação|Comédia|Família|Fantasia,"Emmet é um Lego comum, até o dia em que é confundido com o Master Builder, o grande criador deste mundo de brinquedo, por ter encontrado a famosa peça de resistência. Este peça, procurada por todos há séculos, seria capaz de desarmar uma poderosa máquina criada pelo presidente do país, o perverso Sr. Negócios, que pretende colar todas as peças e impedir as mudanças no sistema. Mesmo sem ter grandes habilidades como criador, Emmet gosta de ser considerado um Lego especial, e faz de tudo para merecer a confiança de seus amigos, que incluem a rebelde Mega Estilo, o sábio Vitrúvius, e o gato-unicórnio UniKitty.",34.979,100.0,A história de um Zé-ninguém que salvou todo mundo.,7.4,6293.0,en,/9531Jp42H0ppRXjkxxgCulnQNZp.jpg,/Akt1i1g47sS4Bhz5bR43U371E0k.jpg,k6054|k9717
108945.0,97020.0,RoboCop: A Origem,2014.0,Ficção científica|Ação,"Em um futuro não muito distante, no ano de 2028, drones não tripulados e robôs são usados para garantir a segurança mundo afora, mas o combate ao crime nos Estados Unidos não pode ser realizado por eles e a empresa OmniCorp, criadora das máquinas, quer reverter esse cenário. Uma das razões para a proibição seria uma lei apoiada pela maioria dos americanos. Querendo conquistar a população, o dono da companhia Raymond Sellars (Michael Keaton) decide criar um robô que tenha consciência humana e a oportunidade aparece quando o policial Alex Murphy (Joel Kinnaman) sofre um atentado, deixando-o entre a vida e a morte.",24.094,118.0,Nós temos o futuro sob controle.,5.8,4466.0,en,/hTDAWiohFTwJaKNcCNlsKs64bip.jpg,/7vFsWZGc2ciJVt888FbeKBKWv16.jpg,k6149
109072.0,144336.0,Sabotagem,2014.0,Ação|Drama|Thriller|Crime,"Membro de uma força tarefa de elite da agência anti-drogas dos Estados Unidos roubam o quartel general de um cartel de drogas. A situação se complica quando eles começam a morrer pouco a pouco. Arnold Schwarzenegger, Sam Worthington, Olivia Williams, Josh Holloway e Mireille Enos integram o elenco.",35.234,110.0,Não deixe pontas soltas,5.6,1100.0,en,/5Ds8cbVWqrpToyPOpUMiwTVgoBJ.jpg,/j89bzqyw5Ouc8Itw5UXmvAeFmdk.jpg,
109157.0,141043.0,Uma Longa Queda,2014.0,Comédia|Drama,"Na noite de Ano Novo, quatro pessoas solitárias se encontram no topo de um prédio. Curiosamente, todos têm o mesmo plano: cometer suicídio. Diante da ironia da situação, eles se tornam amigos, e fazem um pacto: nenhum deles se matará até o Dia dos Namorados, em fevereiro. Nos meses que se seguem, os quatro acabam ajudando uns aos outros.",16.858,96.0,,6.2,715.0,en,/10SM8QFBZjHwIjQ8uq7yZE8NGyf.jpg,/dqsF7ZiiUeAh2Zz1kCPLCMEy1K2.jpg,
109183.0,99367.0,Saindo do Armário,2014.0,Comédia,"Michael e Matty são amigos há muito tempo, e os dois têm algo em comum: nunca perderam a virgindade. Eles decidem que a noite do baile de formatura será a data limite para fazerem sexo pela primeira vez, entretanto a pressão desta data acaba levando Matty a assumir sua homossexualidade. Michael fica surpreso, mas decide aceitar a orientação sexual do amigo e conhecer mais sobre a cultura gay. De quebra, começa a sair com a ex-namorada de Matty.",6.591,91.0,,5.8,190.0,en,/t7kSB7GF8A6xSsYvYURK4hwk4h.jpg,/cZzNqh2UYw12DHqGH1PQjufak2r.jpg,
109189.0,226857.0,Amor Sem Fim,2014.0,Drama|Romance,"Jade Butterfield (Gabriella Wilde) é uma jovem superprotegida pelos pais, que aparenta ter um futuro brilhante pela frente. Só que ela se apaixona perdidamente por David Elliott (Alex Pettyfer), um jovem mais humilde que tem um passado conturbado. O relacionamento não é aprovado pelo pai de Jade, Hugh (Bruce Greenwood), que recomenda cautela à filha. Ainda assim, ela se entrega de corpo e alma à paixão por David.",31.642,104.0,Diga adeus à Inocência,6.9,1405.0,en,/g27PNNr3GNo72hf86KIHjzx66H4.jpg,/slvVVYVxiKQ5rVKPIrFczozdomF.jpg,k818|k9673
109191.0,137321.0,Um Conto do Destino,2014.0,Drama|Fantasia|Mistério|Romance,"Baseado no livro de Mark Helprin. Durante um inverno rigoroso, o mecânico e larápio Peter Lake (Colin Farrell) invade uma mansão. Ele pensa que não há ninguém em casa, mas a filha do dono, uma jovem que tem pouco tempo de vida (Jessica Brown Findlay), o surpreende em plena ação, e os dois se apaixonam.",14.008,118.0,Esta não é uma história real. É um amor real.,6.3,1108.0,en,/nM6Ysyx8FN6YBmeiWwyyi6eGmpN.jpg,/kHVdSDgO1JLrKKK4Zn4WndRknAz.jpg,k818
109243.0,157847.0,Joe,2014.0,Drama,"Joe Ransom é um ex-presidiário que não consegue sair do passado. Afundado na bebida e amargurado com a vida, ele começa a trabalhar em uma madeireira, procurando uma distração. Lá ele encontra Gary, jovem de 15 anos abusado pelo pai que batalha para sustentar a família, e os dois tornam-se cúmplices.",9.389,118.0,,6.5,726.0,en,/n8s02jFQHkyMZrQL3qj0AtUrzhB.jpg,/29Z02vEXyPuI8VRckDGlaiG3B85.jpg,k818|k6149|k9720|k9826
109317.0,249923.0,Alguém para Ficar com Barry,2014.0,Comédia,"Três amigos tramam encontrar uma esposa ideal para consertar seu amigo socialmente inadequado, mas quando ele conhece uma mulher assim como ele, seus problemas se tornam duplos.",6.702,86.0,,5.7,129.0,en,,/aod4XeUKVEDuao4ekQ4sBApt6sw.jpg,
109372.0,222899.0,Sobre Ontem a Noite,2014.0,Comédia|Romance,"Bernie e Joan são dois paqueradores, apaixonados por tudo – de encontros a términos. Quando Bernie arruma o melhor amigo, Danny, para a colega, Debbie, faíscas voam enquanto ambos tentam passar de um encontro casual para um verdadeiro relacionamento.",15.302,100.0,,6.0,421.0,en,/1wyFgywBCCSnniSOHLlIZijNcty.jpg,/bygQv6CnrFxjiwyH6hiW9xbeOUD.jpg,
109374.0,120467.0,O Grande Hotel Budapeste,2014.0,Comédia|Drama,"No período entre as duas guerras mundiais, o famoso gerente de um hotel europeu conhece um jovem empregado e os dois tornam-se melhores amigos. Entre as aventuras vividas pelos dois, constam o roubo de um famoso quadro do Renascimento, a batalha pela grande fortuna de uma família e as transformações históricas durante a primeira metade do século XX.",29.315,100.0,,8.0,11539.0,en,/9udCLTxTFl28RxnK8Q05E154ZGa.jpg,/9bFFixCXZ53AKMpzbvygFVJ0ZLL.jpg,
109376.0,201086.0,Ritmo Cubano,2014.0,Comédia,"Quando era criança, Bruce adorava dançar, e possuía o talento necessário para se transformar em um dançarino profissional. Mas um momento de humilhação fez com que ele abandonasse esta paixão. Mais de duas décadas depois, Bruce trabalha em um escritório, é infeliz e não tem vida amorosa. Com a chegada de sua nova chefe, o funcionário pensa como fazer para seduzi-la, e descobre justamente que um de seus principais passatempos é a salsa. Bruce cria coragem e decide aprender a dançar novamente, contando com a ajuda do atrapalhado amigo Drew.",10.839,98.0,,6.0,248.0,en,/rXDnwxIyxdz8wf9IqQ64YK3YW0I.jpg,/io0LZoCtq63hUWd6d3x5FoalgDj.jpg,
109399.0,253046.0,Jailbait,2014.0,Crime|Drama|Thriller,"O filme segue a jornada de uma jovem enviada para a prisão por ter assassinado o seu padrasto. Anna Nix esta preste a conhecer o mundo tenebroso de um presidio, onde ela descobre relações complexas, drogas, doença mental e sua busca por redenção. E o pior ainda, terá que lutar por sua sobrevivência!",3.866,90.0,,4.6,69.0,en,/nbdzrIhES9Sw3CkXkEUEkIVAT6S.jpg,/bNaKWcYARKnvDBCFEIc0uOQxX2v.jpg,
109483.0,225565.0,Namoro ou Liberdade,2014.0,Comédia|Romance,"Após descobrir a traição de sua esposa, Mikey vai receber a ajuda dos amigos. Eles fazem um pacto em que os três devem ficar solteiros, mas Mikey está disposto a reconquistar a ex.",29.199,94.0,,6.2,2261.0,en,/9j4kCSoosMnHZOBSZzPDVxAc89I.jpg,/cxin8yPKsLpbnJ7wx8Wxkwouk4.jpg,k6054
109487.0,157336.0,Interestelar,2014.0,Aventura|Drama|Ficção científica,"As reservas naturais da Terra estão chegando ao fim e um grupo de astronautas recebe a missão de verificar possíveis planetas para receberem a população mundial, possibilitando a continuação da espécie. Cooper é chamado para liderar o grupo e aceita a missão sabendo que pode nunca mais ver os filhos. Ao lado de Brand, Jenkins e Doyle, ele seguirá em busca de um novo lar.",105.385,169.0,O fim da terra não será o nosso fim.,8.3,26889.0,en,/rAiYTfKGqDCRIIqo664sY9XZIvQ.jpg,/nCbkOyOMTEwlEV0LtCOvCnwEONA.jpg,k4379|k10084|k14544|k14760
109569.0,192102.0,3 Dias para Matar,2014.0,Ação|Drama|Thriller,"Ethan Renner (Kevin Costner), veterano agente secreto, está à beira da morte. Seu último desejo é reatar com sua filha, com quem perdeu contato há muito tempo. Temendo não ter tempo hábil para salvar seus relacionamentos com a menina e com a ex-esposa, este homem descobre a existência de uma potente droga que pode salvá-lo, contanto que ele aceite um derradeiro trabalho.",13.307,117.0,A pergunta é: matar ou morrer?,6.1,1715.0,en,/yNWVnD6kYcU5mX54aJrS9XkkIWQ.jpg,/kW6zkRGYiwHViMRUy0wJkbXIFBv.jpg,k18035
109578.0,225574.0,Sem Escalas,2014.0,Ação|Thriller|Mistério,"Durante um voo de Nova York a Londres, o agente Neil Marks (Liam Neeson) recebe uma série de mensagens SMS enigmáticas, dizendo que um passageiro será morto a cada 20 minutos caso US$ 150 milhões não sejam transferidos para uma conta bancária. Inicialmente Beil não dá atenção à ameaça, mas quando o primeiro passageiro aparece morto ele inicia uma investigação em pleno avião sobre quem possa ser o assassino.",11.593,106.0,O sequestro foi apenas o começo.,6.8,4373.0,en,/7UOWJEhNbePQeGSaVn9PvcRaujX.jpg,/mZMXCmoDwZpyXi0bnRxJVWui7VC.jpg,
109673.0,53182.0,300: A Ascensão do Império,2014.0,Ação|Drama,"Após a morte do pai, Xerxes (Rodrigo Santoro) dá início a uma jornada de vingança e ruma em direção à Grécia, com seu exército sendo liderado por Artemisia (Eva Green). Enquanto os 300 espartanos liderados por Leonidas tantam combater o Deus-Rei, os exércitos do resto da Grécia se unem para uma batalha com as tropas de Artemisia no mar. Themistocles (Sullivan Stapleton) é o responsável por liderar os gregos.",49.809,102.0,Aproveite a sua glória!,6.1,5253.0,en,/chjkfyo57JexWo1YeIZRMk8wA4m.jpg,/l9T9hsVca2mh0S29olWRUE3uBpz.jpg,
109723.0,242076.0,Profissão De Risco,2014.0,Crime|Drama|Thriller,"Jack (John Cusac) precisa entregar uma misteriosa sacola a Dragna (Robert De Niro) e recebeu recomendações para não olhar, de maneira alguma, o que estava dentro dela. Disposto a cumprir a tarefa, ele vai encotrá-lo em um motel de beira de estrada.",7.065,108.0,,5.3,247.0,en,/miRAPShIrXdEFKXPVC50WcLAmka.jpg,/x2kQsIt6dclw8oq30I417O1lGdd.jpg,
109740.0,248774.0,Uma Notícia Inesperada,2014.0,Comédia|Romance,"No Filme Donna Stern (Jenny Slate) é uma comediante de pouco sucesso. Após ser abandonada pelo namorado e despedida no emprego, ela acha que tudo está perdido, mas encontra Max (Jake Lacy), um rapaz gentil com quem passa uma noite. O resultado desse encontro é a gravidez inesperada de Donna. E agora, como contar ao homem que ela mal conhece?",6.177,83.0,,6.6,347.0,en,/2O7bt0Vu8YZTecUYoTupgbGHIj7.jpg,/jo1nr5BkhBKaoeaKj1YRvtgDoPx.jpg,
109846.0,82703.0,As Aventuras de Peabody e Sherman,2014.0,Animação|Aventura|Família,"Sr. Peabody é um magnata de negócios, inventor, cientista, ganhador do prêmio Nobel, chef, duas vezes medalhista olímpico e gênio... Que também é um cachorro. Usando a sua engenhosa invenção, a máquina WABAC, o Sr. Peabody e seu filho adotivo, Sherman, viajam no tempo para vivenciar eventos que mudaram o mundo em primeira mão e interagir com as maiores personalidades da história. Mas quando Sherman quebra as regras da viagem no tempo, nossos dois heróis entrarão em uma corrida para reparar a história e salvar o futuro, enquanto Sr. Peabody enfrenta o maior desafio de sua vida - ser pai.",38.335,92.0,A aventura mais divertida da história.,6.7,1904.0,en,/lkBwfDDgLw1giIdmJCbVObkTzFr.jpg,/ndGl3yPRbHlem0PuDJuUvUuY9dQ.jpg,k4379|k6054
109848.0,97370.0,Sob a Pele,2014.0,Thriller|Ficção científica|Drama,Uma bela mulher de cabelos negros e lábios vermelhos seduz os homens solitários que encontra em seu caminho. Ninguém imagina que sob sua pele se esconde uma perigosa alienígena que pode acabar com vidas para cumprir os desejos da sua espécie.,15.895,108.0,,6.1,2614.0,en,/eS5OdKN3kRZXQbWRSSCJ4Gh0z26.jpg,/odlj1i3d3eqBiLWJQTsJgckZmMv.jpg,k9951
109850.0,136797.0,Need for Speed: O Filme,2014.0,Ação|Crime|Drama|Thriller,"Aperte os cintos com Tobey Marshall, quando ele sai em uma missão de vingança contra o rico e arrogante Dino Brewster que o acusou de um crime que ele não cometeu. Tobey desafia seus limites ao máximo em uma corrida de alta octanagem em todos os Estados Unidos, pegando a estrada com os carros mais exóticos do mundo – oferecendo velocidade, perigo e ação reais.",107.709,132.0,Pela honra. Por amor. Por redenção.,6.3,3390.0,en,/syVAWAnY6fTBDDFntHsM8vFjKex.jpg,/yJh2piyBmY5BvfNBl8EsDNxaFh4.jpg,k10594
109853.0,242042.0,O Seu Jeito de Andar,2014.0,Comédia|Drama|Romance,"O filho ovelha negra (Scott Speedman) de uma família rica conhece uma jovem paciente psiquiátrica (Evan Rachel Wood) que foi criada em isolamento durante toda a sua vida. Certo dia, ele leva a jovem inocente para o casamento de seu irmão para convencer a família de que ele deu um jeito em sua vida. Ela impressiona a família com seu charme genuíno. No meio do caminho, eles se apaixonam de maneira improvável.",6.015,90.0,,6.5,488.0,en,/fX6fvCWfZzzRv23PSOhUsXiIxF4.jpg,/EquzxUdF0xSEwJx2eni7FYDA2g.jpg,k18035
109864.0,177494.0,Veronica Mars,2014.0,Comédia|Drama|Crime,"Veronica Mars (Kristen Bell) está de volta à Neptune para a reunião dos antigos alunos da escola. Ela reencontra seu ex-namorado Logan Echolls (Jason Dohring) e, após dez anos sem trabalhar como investigadora, aceita um novo caso. Logan, mais uma vez, está com problemas e precisa da ajuda de Veronica para provar que não está envolvido na morte da sua namorada, uma celebridade. Continuação da série Veronica Mars.",7.68,107.0,,6.6,895.0,en,/8iqFej0KibmJvdYOOarfxTkGuao.jpg,/1qUhPDaNalxl7CpVqcbjm09fZz0.jpg,k9826
109897.0,235260.0,O Filho de Deus,2014.0,Drama,"Vindo de uma pescaria fracassada, Pedro (Darwin Shaw) encontra Jesus Cristo (Diogo Morgado), que o convence a segui-lo. Logo Cristo reunirá 12 apóstolos que têm por missão espalhar seus ideais pela Terra. Entretanto, por mais que pregue o amor ao próximo e a compaixão, sua crescente popularidade desperta a ira de pessoas importantes de Jerusalém, que não desejam que o status quo seja alterado. A traição de um de seus apóstolos, Judas (Joe Wredden), faz com que Cristo seja capturado e levado a julgamento.",26.576,138.0,,6.9,212.0,en,/AuMXdzUnN9eaQ4SA3kxyjCfDCJT.jpg,/dawSGD2qjDGNL29yIF9oW4dICgS.jpg,k13006
110102.0,100402.0,Capitão América 2: O Soldado Invernal,2014.0,Ação|Aventura|Ficção científica,"Após os eventos catastróficos em Nova York com Os Vingadores, Steve Rogers, segue tentando se ajustar ao mundo moderno. Porém, quando um colega da agência S.H.I.E.L.D. é atacado, Steve se vê preso em uma rede de intrigas que ameaça colocar o mundo em risco. Em parceria com a Viúva Negra e Falcão, seu novo aliado, o Capitão América tem que enfrentar um misterioso e inesperado inimigo, o Soldado Invernal.",82.296,136.0,Em heróis nós confiamos.,7.7,15152.0,en,/xOe8nHr5bpPvq4JbGy4vpttDwg2.jpg,/iBFPjLLHXkBojKpWDluJxnpM24h.jpg,k9715|k9717
110127.0,86834.0,Noé,2014.0,Drama|Aventura,"Noé vive com a esposa Naameh e os filhos Sem, Cam e Jafé em um mundo devastado pelo pecado, onde os homens perseguem e matam uns aos outros. Um dia, Noé recebe uma missão divina do Criador: construir uma imensa arca, que abrigará os animais durante um dilúvio que acabará com a vida na Terra, de forma que a visão do Criador possa ser, enfim, resgatada.",32.017,137.0,O fim do mundo... é apenas o começo.,5.6,5135.0,en,/mJUS8Je7QV3TruhNxhD6oltRpTA.jpg,/nVdsXW3oJKBCMpNVZcg8teCk0cS.jpg,k3205
110130.0,227783.0,O Que Será de Nozes?,2014.0,Animação|Comédia|Família|Aventura,"Quando o teimoso esquilo Max destrói toda a comida que seus amigos recolheram para passar o inverno congelante, ele é expulso de um parque na cidade grande e precisa encontrar outras maneiras de sobreviver. Mas o lugar dos seus sonhos está muito perto dele: trata-se de Maury's Nut Store, uma loja repleta de nozes, castanhas, amêndoas. Max reúne os amigos e bola um plano para invadir o lugar e roubar toda a comida para suportar o inverno.",16.693,86.0,"Sem amêndoas, sem castanhas...",5.7,749.0,en,/i8m04vN53U9V5IKlGcNDoFCxavc.jpg,/77kZV9SUlQd3bEzekD2xC06VMAt.jpg,
110295.0,188207.0,Hércules,2014.0,Ação|Aventura,"A trama enfoca a história de amor entre o filho de Zeus e a princesa mortal de Creta, prometida para o irmão mais velho do semideus. Após serem enganados por um maléfico rei, Hércules e o capitão são vendidos como escravos e devem lutar lado a lado para retomar sua liberdade.",16.717,99.0,,4.7,1079.0,en,/9LctHvfUwzcT7RzwhRp8SpW5K00.jpg,/oZ4onew5xcg4JRMZb5luYWyP2y8.jpg,
110297.0,145220.0,Muppets 2: Procurados e Amados,2014.0,Comédia|Aventura|Crime|Família,"Um empresário convida os Muppets para uma turnê mundial. Kermit desconfia de suas intenções, hesita, mas o grupo acaba aceitando a proposta. Entretanto, tudo não passa de uma armadilha e eles se veem envolvidos em uma trama criminosa internacional chefiada pelo perigoso sósia de Kermit, o sapo Constantine. Kermit acaba preso na Sibéria e, enquanto tenta provar sua verdadeira identidade, Constantine está livre para realizar um grande roubo.",18.008,112.0,,6.3,656.0,en,/i1bWTYcIEcVEkgL9WMwM2h5n8fz.jpg,/nyOZ31d4ECyP34UOB0su48dw5Xg.jpg,
110350.0,256561.0,Free to Play,2014.0,Documentário,"Free to Play é um documentário que segue três gamers profissionais ao redor do mundo enquanto eles disputam o prêmio de um milhão de dólares no primeiro Campeonato Internacional de Dota 2. Produzido pela Valve, as imagens do filme apresentam os desafios e sacrifícios exigidos dos jogadores para que atinjam o nível mais alto.",6.825,75.0,,7.0,111.0,en,/A7ORUeMEexAAMeQy0YBL6ECosKf.jpg,/ngnlw0704jLAImvr257E5fvARS5.jpg,
110426.0,256474.0,Sangue na Veia,2014.0,Ação|Crime|Thriller,"Durante sua lua de mel no Caribe, um homem desaparece. Sem ajuda das autoridades locais, a esposa inicia uma busca incansável para encontrar os criminosos que levaram o seu marido.",19.19,108.0,,5.9,276.0,en,/h9MsyN2bKB56eIITaQJdoRsZL5t.jpg,/5leTFl2GYZFJ9X06SdiL66zRrK0.jpg,k779
110453.0,200505.0,A Grande Escolha,2014.0,Drama,"A equipe de futebol americano Cleveland Browns está tendo uma péssima temporada, e o gerente do time, Sonny Weaver Jr. (Kevin Costner), está ameaçado de demissão. No tradicional dia de contratação de novos talentos, Sonny deve provar ao mundo dos esportes que é capaz de trazer os melhores nomes para a sua equipe.",8.738,110.0,,6.7,711.0,en,/srYxRedjdG8flhLXRg4bPjbPQOe.jpg,/tuo46ONWRe5Sy3QSHmBGtXwmkmw.jpg,
